,word,frequency,known
23106,poissonnerie,0.47,0
23107,sud-africain,0.47,0
23108,drain,0.47,0
23109,dividende,0.47,0
23110,manieur,0.47,0
23111,chômedu,0.47,0
23112,drapier,0.47,0
23113,côtes-du-rhône,0.47,0
23114,anthropophage,0.47,1
23115,mamours,0.47,0
23116,sacripant,0.47,0
23117,césure,0.47,0
23118,drageoir,0.47,0
23119,cyrillique,0.47,0
23120,uranium,0.47,0
23121,péritonite,0.47,0
23122,briefing,0.47,0
23123,nougatine,0.47,0
23124,féticheur,0.47,0
23125,rédhibitoire,0.47,0
23126,psychosomatique,0.47,0
23127,bulbul,0.47,0
23128,épicurien,0.47,0
23129,dondon,0.47,0
23130,donjuanesque,0.47,0
23131,céladon,0.47,0
23132,cochonnaille,0.47,0
23133,lopette,0.47,0
23134,sabreur,0.47,0
23135,domanial,0.47,0
23136,domestication,0.47,0
23137,homonyme,0.47,0
23138,pétomane,0.47,0
23139,cocasserie,0.47,0
23140,lointainement,0.47,0
23141,circonstancié,0.47,0
23142,doctrinal,0.47,0
23143,récréatif,0.47,0
23144,police-secours,0.47,0
23145,angélisme,0.47,0
23146,typographie,0.47,0
23147,politburo,0.47,0
23148,dorique,0.47,0
23149,sacramentel,0.47,0
23150,pétardier,0.47,0
23151,tragi-comique,0.47,0
23152,cimaise,0.47,0
23153,manga,0.47,0
23154,câpre,0.47,0
23155,alexandra,0.47,0
23156,dorade,0.47,0
23157,huche,0.47,0
23158,urètre,0.47,0
23159,disséminé,0.47,0
23160,dulcinée,0.47,0
23161,bretzel,0.47,0
23162,quarante-six,0.47,0
23163,tout-à-l'égout,0.47,0
23164,duplication,0.47,0
23165,cuvée,0.47,0
23166,sainement,0.47,0
23167,bâté,0.47,0
23168,gadouille,0.47,0
23169,bâcher,0.47,0
23170,écumeur,0.47,0
23171,distillation,0.47,0
23172,mélodique,0.47,0
23173,bissextile,0.47,0
23174,saint-esprit,0.47,0
23175,duveté,0.47,0
23176,spéciale,0.47,0
23177,mégoter,0.47,0
23178,cuti,0.47,0
23179,réac,0.47,0
23180,bistroquet,0.47,0
23181,réaffirmer,0.47,0
23182,réglementation,0.47,1
23183,dressoir,0.47,0
23184,sabbatique,0.47,0
23185,épeurer,0.47,0
23186,réapprovisionner,0.47,0
23187,puceron,0.47,0
23188,summum,0.47,0
23189,drolatique,0.47,0
23190,métallurgie,0.47,0
23191,cypriote,0.47,0
23192,sablière,0.47,0
23193,butagaz,0.47,0
23194,électriquement,0.47,0
23195,framboisier,0.47,0
23196,bric et de broc,0.47,0
23197,réarmer,0.47,0
23198,métaphysicien,0.47,0
23199,quarante-neuf,0.47,0
23200,édenter,0.47,1
23201,nécrologie,0.47,1
23202,nécrologique,0.47,0
23203,périnée,0.47,0
23204,stayer,0.47,0
23205,récapitulation,0.47,0
23206,pudibonderie,0.47,0
23207,dithyrambique,0.47,0
23208,allegro,0.47,0
23209,stranguler,0.47,0
23210,déchiffrable,0.47,0
23211,fluxion,0.47,0
23212,collyre,0.47,0
23213,cabrioler,0.47,1
23214,strip-teaseur,0.47,0
23215,climatisé,0.47,0
23216,mutiner,0.47,0
23217,décompter,0.47,0
23218,langoustine,0.47,0
23219,hit,0.47,0
23220,langoureusement,0.47,0
23221,saucière,0.47,1
23222,brahmane,0.47,0
23223,émincer,0.47,0
23224,préservatif,0.47,0
23225,raccroc,0.47,0
23226,cabochard,0.47,0
23227,machine-outil,0.47,0
23228,déconnecter,0.47,1
23229,machiavélisme,0.47,0
23230,dentition,0.47,0
23231,marqueur,0.47,1
23232,fumigène,0.47,0
23233,décrépit,0.47,0
23234,tungstène,0.47,0
23235,frugalité,0.47,0
23236,chipolata,0.47,1
23237,diane,0.47,0
23238,historiquement,0.47,1
23239,colorant,0.47,0
23240,frou-frou,0.47,0
23241,hilarant,0.47,0
23242,mailloche,0.47,0
23243,mygale,0.47,0
23244,musicalité,0.47,0
23245,amortisseur,0.47,0
23246,bôme,0.47,0
23247,chiader,0.47,0
23248,rosserie,0.47,0
23249,poméranien,0.47,0
23250,aguicheur,0.47,0
23251,clenche,0.47,0
23252,rétention,0.47,0
23253,amble,0.47,0
23254,martiner,0.47,0
23255,laude,0.47,0
23256,énigmatiquement,0.47,0
23257,préservation,0.47,0
23258,apologétique,0.47,0
23259,desperado,0.47,0
23260,lavable,0.47,0
23261,lavasse,0.47,0
23262,dédorer,0.47,0
23263,martel,0.47,0
23264,foirail,0.47,0
23265,approché,0.47,1
23266,téléguider,0.47,0
23267,porte-parapluies,0.47,1
23268,offrant,0.47,0
23269,maestro,0.47,0
23270,demi-sel,0.47,0
23271,aminci,0.47,0
23272,hagiographe,0.47,0
23273,bromure,0.47,0
23274,chignole,0.47,0
23275,musiquette,0.47,0
23276,appontement,0.47,0
23277,dental,0.47,0
23278,lapper,0.47,0
23279,dessalé,0.47,0
23280,biopsie,0.47,0
23281,résonnant,0.47,0
23282,brodeur,0.47,0
23283,décrochement,0.47,0
23284,transformateur,0.47,0
23285,agrégatif,0.47,0
23286,équarrisseur,0.47,0
23287,gargoulette,0.47,0
23288,satire,0.47,0
23289,deus ex machina,0.47,0
23290,naturalisé,0.47,0
23291,prépuce,0.47,0
23292,télépathie,0.47,0
23293,subdivision,0.47,0
23294,folklo,0.47,0
23295,puériculture,0.47,0
23296,biliaire,0.47,0
23297,cabotinage,0.47,0
23298,rodomontade,0.47,0
23299,émotivité,0.47,0
23300,saturé,0.47,0
23301,résipiscence,0.47,0
23302,pygmée,0.47,0
23303,latex,0.47,0
23304,pondération,0.47,0
23305,ponette,0.47,0
23306,braille,0.47,0
23307,plie,0.47,0
23308,laïcité,0.47,0
23309,déclinaison,0.47,0
23310,strate,0.47,0
23311,bêlant,0.47,0
23312,formant,0.47,0
23313,demi-gros,0.47,0
23314,demi-dieux,0.47,0
23315,olé,0.47,0
23316,échaudé,0.47,0
23317,translation,0.47,0
23318,frometon,0.47,0
23319,demi-dieu,0.47,0
23320,sansonnet,0.47,0
23321,toundra,0.47,0
23322,éclisse,0.47,0
23323,radicalisme,0.47,0
23324,oliveraie,0.47,0
23325,amerlo,0.47,0
23326,roture,0.47,0
23327,crépon,0.47,0
23328,marmitage,0.47,0
23329,épandage,0.47,0
23330,dilettantisme,0.47,0
23331,brize,0.47,0
23332,tudesque,0.47,0
23333,tête-bêche,0.47,0
23334,fromager,0.47,0
23335,cherté,0.47,0
23336,mariné,0.47,0
23337,décimal,0.47,0
23338,aratoire,0.47,0
23339,laminoir,0.47,0
23340,mascara,0.47,0
23341,demi-bouteille,0.47,0
23342,pornographe,0.47,0
23343,dionysiaque,0.47,0
23344,répressif,0.47,0
23345,sous-ventrière,0.47,0
23346,aphasique,0.47,0
23347,sauret,0.47,0
23348,turfiste,0.47,0
23349,tétrarque,0.47,0
23350,dilatoire,0.47,0
23351,émiettement,0.47,0
23352,stylographe,0.47,0
23353,narcotique,0.47,0
23354,belladone,0.47,0
23355,saumoné,0.47,0
23356,créneler,0.47,1
23357,layer,0.47,0
23358,rotonde,0.47,0
23359,sapajou,0.47,0
23360,déco,0.47,0
23361,saoulerie,0.47,0
23362,plexiglas,0.47,0
23363,contention,0.41,0
23364,lubrifier,0.41,0
23365,castrat,0.41,0
23366,cipaye,0.41,0
23367,stationnaire,0.41,1
23368,cocardier,0.41,0
23369,régimentaire,0.41,0
23370,lotta,0.41,0
23371,strudel,0.41,0
23372,daguet,0.41,0
23373,réformiste,0.41,0
23374,essieu,0.41,0
23375,circaète,0.41,0
23376,accoudé,0.41,0
23377,monopoly,0.41,0
23378,emperler,0.41,0
23379,somptuaire,0.41,0
23380,dactylographie,0.41,0
23381,magnétiser,0.41,0
23382,performant,0.41,0
23383,indémaillable,0.41,0
23384,angon,0.41,0
23385,coquettement,0.41,0
23386,accoutré,0.41,0
23387,casuel,0.41,0
23388,congratulation,0.41,0
23389,confraternel,0.41,0
23390,magouiller,0.41,0
23391,casuistique,0.41,0
23392,nonnette,0.41,0
23393,rôtissoire,0.41,0
23394,coquard,0.41,0
23395,siennois,0.41,0
23396,remarcher,0.41,0
23397,badauder,0.41,0
23398,intercontinental,0.41,0
23399,autopsier,0.41,0
23400,descriptif,0.41,0
23401,shakespearien,0.41,0
23402,coassement,0.41,1
23403,percement,0.41,0
23404,people,0.41,0
23405,intrinsèque,0.41,0
23406,remordre,0.41,1
23407,naturiste,0.41,0
23408,vivisection,0.41,0
23409,nasillement,0.41,0
23410,réfraction,0.41,0
23411,none,0.41,0
23412,sabin,0.41,0
23413,dalmate,0.41,0
23414,maestria,0.41,0
23415,cérumen,0.41,0
23416,intronisation,0.41,0
23417,maelström,0.41,0
23418,viveur,0.41,0
23419,vivarium,0.41,0
23420,conjugué,0.41,0
23421,vicomté,0.41,0
23422,loufoque,0.41,1
23423,este,0.41,0
23424,normalisation,0.41,0
23425,circonstancier,0.41,0
23426,rétribution,0.41,0
23427,ambivalence,0.41,0
23428,épicemard,0.41,0
23429,enceindre,0.41,0
23430,diviniser,0.41,0
23431,énamourer,0.41,0
23432,monochrome,0.41,0
23433,estancia,0.41,0
23434,confronté,0.41,1
23435,derme,0.41,0
23436,loupiot,0.41,0
23437,empiècement,0.41,0
23438,sabouler,0.41,0
23439,empoigne,0.41,0
23440,diéser,0.41,0
23441,catcheur,0.41,0
23442,eubage,0.41,0
23443,dièdre,0.41,0
23444,réfutation,0.41,0
23445,eucharistique,0.41,0
23446,accommodation,0.41,0
23447,miston,0.41,0
23448,euphorbe,0.41,0
23449,ausweis,0.41,0
23450,austro-hongrois,0.41,0
23451,mamelu,0.41,0
23452,enchérir,0.41,0
23453,mérovingien,0.41,0
23454,mafflu,0.41,0
23455,empierrer,0.41,0
23456,particularisme,0.41,0
23457,intériorité,0.41,0
23458,emphysème,0.41,0
23459,est-ouest,0.41,0
23460,bagoter,0.41,0
23461,parka,0.41,0
23462,tape-cul,0.41,0
23463,monotonement,0.41,0
23464,tape-à-l'oeil,0.41,0
23465,copropriété,0.41,0
23466,sociabilité,0.41,0
23467,réséda,0.41,0
23468,divinateur,0.41,0
23469,songe-creux,0.41,0
23470,ethnologie,0.41,0
23471,indéfectiblement,0.41,0
23472,relacer,0.41,1
23473,pattemouille,0.41,0
23474,envaser,0.41,0
23475,malintentionné,0.41,0
23476,digest,0.41,0
23477,succinctement,0.41,0
23478,insane,0.41,0
23479,consort,0.41,0
23480,convié,0.41,0
23481,nervurer,0.41,0
23482,virtualité,0.41,0
23483,enrouement,0.41,0
23484,carte-lettre,0.41,0
23485,amour-passion,0.41,0
23486,demi-lieue,0.41,0
23487,virgilien,0.41,0
23488,révérencieux,0.41,0
23489,pauvret,0.41,0
23490,consolidé,0.41,0
23491,nada,0.41,0
23492,révérendissime,0.41,0
23493,nodal,0.41,0
23494,lémurien,0.41,0
23495,anneler,0.41,0
23496,stress,0.41,1
23497,regency,0.41,0
23498,disquette,0.41,0
23499,virevoltant,0.41,1
23500,malpoli,0.41,1
23501,reine-claude,0.41,0
23502,moléculaire,0.41,0
23503,demi-pensionnaire,0.41,0
23504,signalétique,0.41,0
23505,sublimation,0.41,0
23506,dieppois,0.41,0
23507,envoyeur,0.41,0
23508,sirdar,0.41,0
23509,redorer,0.41,0
23510,climatiser,0.41,0
23511,réservation,0.41,1
23512,patronner,0.41,0
23513,demi-million,0.41,0
23514,insincérité,0.41,0
23515,maintenue,0.41,0
23516,redoutablement,0.41,0
23517,maint,0.41,1
23518,main-forte,0.41,0
23519,demi-page,0.41,0
23520,demi-pension,0.41,0
23521,clairette,0.41,0
23522,pavane,0.41,1
23523,patinoire,0.41,0
23524,discourtois,0.41,1
23525,émergent,0.41,0
23526,abrasif,0.41,0
23527,réparable,0.41,0
23528,clapper,0.41,0
23529,anabaptiste,0.41,0
23530,violoneux,0.41,0
23531,carotter,0.41,0
23532,élégie,0.41,0
23533,viorne,0.41,0
23534,émarger,0.41,0
23535,inhalation,0.41,0
23536,directo,0.41,0
23537,clarisse,0.41,0
23538,directos,0.41,0
23539,éviction,0.41,0
23540,contribuable,0.41,0
23541,azyme,0.41,0
23542,émancipé,0.41,0
23543,nice,0.41,0
23544,delirium,0.41,0
23545,réoccuper,0.41,0
23546,abrutissant,0.41,0
23547,malgracieux,0.41,0
23548,nivôse,0.41,0
23549,alléluia,0.41,0
23550,stratification,0.41,0
23551,dauphinois,0.41,0
23552,mignoter,0.41,0
23553,pelle-pioche,0.41,0
23554,consolidation,0.41,0
23555,aéronautique,0.41,0
23556,de profundis,0.41,0
23557,entregent,0.41,0
23558,suborneur,0.41,0
23559,abricotier,0.41,0
23560,ingénieusement,0.41,0
23561,aérodynamique,0.41,0
23562,ingambe,0.41,0
23563,révocable,0.41,0
23564,vioc,0.41,0
23565,tartiss,0.41,0
23566,damned,0.41,0
23567,enfariner,0.41,0
23568,amnistier,0.41,0
23569,enfilé,0.41,0
23570,avant-première,0.41,0
23571,pasticher,0.41,0
23572,clownesque,0.41,0
23573,pasteurisé,0.41,0
23574,constrictor,0.41,1
23575,relevée,0.41,0
23576,escrimeur,0.41,0
23577,navigant,0.41,0
23578,carillonné,0.41,0
23579,inexpugnable,0.41,0
23580,pense-bête,0.41,0
23581,esclavager,0.41,0
23582,pastoureau,0.41,0
23583,demi-section,0.41,0
23584,soixante-neuf,0.41,0
23585,stérilisé,0.41,0
23586,rêvasserie,0.41,0
23587,distillerie,0.41,0
23588,slalomer,0.41,0
23589,non-retour,0.41,0
23590,tapée,0.41,0
23591,anglo-égyptien,0.41,0
23592,casse-noisette,0.41,0
23593,nantais,0.41,0
23594,dandysme,0.41,0
23595,misanthropie,0.41,0
23596,naja,0.41,0
23597,intempérance,0.41,0
23598,enfantinement,0.41,0
23599,relieur,0.41,0
23600,contrasté,0.41,0
23601,abâtardir,0.41,0
23602,conséquemment,0.41,0
23603,religiosité,0.41,0
23604,clitoris,0.41,0
23605,coolie,0.41,0
23606,régénérateur,0.41,0
23607,instrumental,0.41,0
23608,pendiller,0.41,0
23609,engrener,0.41,0
23610,tarentule,0.41,1
23611,infertile,0.41,0
23612,striure,0.41,0
23613,pathétiquement,0.41,0
23614,émollient,0.41,0
23615,mochard,0.41,0
23616,avaro,0.41,0
23617,diapré,0.41,0
23618,macaque,0.41,0
23619,mominette,0.41,0
23620,sismique,0.41,0
23621,redistribution,0.41,0
23622,régénéré,0.41,0
23623,subdiviser,0.41,0
23624,coolos,0.41,0
23625,infanticide,0.41,0
23626,dissociation,0.41,0
23627,escarcelle,0.41,0
23628,émotionnel,0.41,1
23629,clito,0.41,0
23630,clitoridien,0.41,0
23631,penny,0.41,1
23632,baby-sitting,0.41,0
23633,angliche,0.41,0
23634,insupportablement,0.41,0
23635,escarpolette,0.41,0
23636,avant-propos,0.41,0
23637,machiste,0.41,0
23638,patenôtre,0.41,0
23639,relance,0.41,0
23640,pater noster,0.41,0
23641,abysse,0.41,0
23642,infatuation,0.41,0
23643,contre-offensive,0.41,0
23644,carénage,0.41,0
23645,insulinique,0.41,0
23646,patente,0.41,0
23647,ancrage,0.41,1
23648,repayer,0.41,0
23649,lopin,0.41,0
23650,mystificateur,0.41,1
23651,rotor,0.41,0
23652,déniaiser,0.41,0
23653,créosote,0.41,0
23654,déni,0.41,1
23655,occire,0.41,0
23656,occitan,0.41,0
23657,ahanant,0.41,0
23658,démurger,0.41,0
23659,moyeux,0.41,0
23660,commis-voyageur,0.41,0
23661,schbeb,0.41,0
23662,zébu,0.41,0
23663,zélateur,0.41,0
23664,aide-mémoire,0.41,0
23665,zizanie,0.41,0
23666,retape,0.41,0
23667,sanhédrin,0.41,0
23668,marivaudage,0.41,0
23669,sans-culotte,0.41,0
23670,colite,0.41,0
23671,zip,0.41,0
23672,sanscrit,0.41,0
23673,zoom,0.41,0
23674,laçage,0.41,0
23675,schuss,0.41,0
23676,crésyl,0.41,0
23677,synthétiseur,0.41,0
23678,schproum,0.41,0
23679,mouvementer,0.41,1
23680,arthritique,0.41,0
23681,souriceau,0.41,0
23682,démeubler,0.41,0
23683,décompression,0.41,0
23684,décompresser,0.41,0
23685,apostasie,0.41,0
23686,ânesse,0.41,0
23687,matuche,0.41,0
23688,symptomatique,0.41,0
23689,afféterie,0.41,0
23690,laxatif,0.41,0
23691,mufti,0.41,0
23692,matriarcal,0.41,0
23693,comics,0.41,0
23694,déconfire,0.41,1
23695,octogénaire,0.41,0
23696,arrière-petits-fils,0.41,0
23697,charleston,0.41,0
23698,kasher,0.41,0
23699,jà,0.41,0
23700,lavis,0.41,0
23701,souquenille,0.41,0
23702,décolonisation,0.41,0
23703,maroufle,0.41,1
23704,crapoteux,0.41,0
23705,ocellé,0.41,0
23706,jésuitique,0.41,0
23707,commercialisation,0.41,1
23708,démissionnaire,0.41,0
23709,démis,0.41,0
23710,crétinisme,0.41,0
23711,sanguine,0.41,0
23712,crachotant,0.41,0
23713,leucose,0.41,0
23714,samaritain,0.41,0
23715,scrutateur,0.41,0
23716,couventine,0.41,0
23717,décapuchonner,0.41,0
23718,affilié,0.41,0
23719,époustoufler,0.41,0
23720,cueilleur,0.41,0
23721,rouleur,0.41,0
23722,spartiate,0.41,0
23723,script,0.41,0
23724,complexé,0.41,0
23725,marginaliser,0.41,0
23726,anémie,0.41,0
23727,jociste,0.41,0
23728,menthol,0.41,0
23729,affectivité,0.41,0
23730,moukère,0.41,0
23731,mareyeur,0.41,0
23732,obstrué,0.41,0
23733,séchage,0.41,0
23734,déplorablement,0.41,0
23735,joli-joli,0.41,0
23736,airelle,0.41,0
23737,courtisanerie,0.41,0
23738,joncaille,0.41,0
23739,julep,0.41,0
23740,aiguilleur,0.41,0
23741,dépatouiller,0.41,0
23742,marijuana,0.41,0
23743,mânes,0.41,0
23744,dépassant,0.41,0
23745,jubilé,0.41,0
23746,chloroforme,0.41,0
23747,mazurka,0.41,0
23748,déchiffrage,0.41,0
23749,mazet,0.41,0
23750,déontologie,0.41,0
23751,scintillation,0.41,0
23752,ouatiner,0.41,0
23753,décentrer,0.41,0
23754,outillé,0.41,0
23755,chapon,0.41,0
23756,restauroute,0.41,0
23757,ourdisseur,0.41,0
23758,dépeint,0.41,1
23759,marguillier,0.41,0
23760,zeppelin,0.41,0
23761,mère-patrie,0.41,0
23762,arrière-grand-oncle,0.41,0
23763,retroussis,0.41,0
23764,chaud-froid,0.41,0
23765,agnel,0.41,0
23766,labial,0.41,0
23767,ri,0.41,1
23768,dégoulinade,0.41,0
23769,labourage,0.41,0
23770,rocambolesque,0.41,0
23771,rocambole,0.41,0
23772,ribouldingue,0.41,0
23773,martin-pêcheur,0.41,0
23774,surréel,0.41,0
23775,ogival,0.41,0
23776,argentier,0.41,0
23777,chauffant,0.41,0
23778,surpuissant,0.41,0
23779,rodage,0.41,0
23780,dégrossir,0.41,0
23781,krach,0.41,0
23782,musquer,0.41,0
23783,dégraisser,0.41,0
23784,apurer,0.41,0
23785,rhapsodie,0.41,0
23786,croche,0.41,0
23787,kébour,0.41,0
23788,ébénisterie,0.41,0
23789,sauvageon,0.41,0
23790,lapis-lazuli,0.41,0
23791,marxiste-léniniste,0.41,0
23792,chevrotement,0.41,0
23793,onglée,0.41,0
23794,sauterie,0.41,0
23795,défaitiste,0.41,0
23796,aramon,0.41,0
23797,lance-torpilles,0.41,0
23798,défaveur,0.41,0
23799,maréchaux-ferrants,0.41,0
23800,lamproie,0.41,0
23801,rillons,0.41,0
23802,ondin,0.41,0
23803,ondine,0.41,0
23804,ripolin,0.41,0
23805,arbousier,0.41,0
23806,arbouse,0.41,0
23807,lambrissé,0.41,0
23808,onirique,0.41,0
23809,chevêche,0.41,0
23810,archivolte,0.41,0
23811,souscrit,0.41,0
23812,oiselle,0.41,0
23813,dédicatoire,0.41,0
23814,cross,0.41,1
23815,défécatoire,0.41,0
23816,dédit,0.41,0
23817,souscription,0.41,0
23818,massicotier,0.41,0
23819,agouti,0.41,0
23820,agoyate,0.41,0
23821,olifant,0.41,0
23822,chez-soi,0.41,0
23823,riflard,0.41,0
23824,démaquillant,0.41,0
23825,matois,0.41,0
23826,délictueux,0.41,0
23827,appeau,0.41,0
23828,creusement,0.41,0
23829,marronner,0.41,0
23830,chiné,0.41,0
23831,appendre,0.41,0
23832,kilomètre-heure,0.41,0
23833,muletier,0.41,0
23834,cricket,0.41,0
23835,agace,0.41,0
23836,oecuménique,0.41,0
23837,combativité,0.41,1
23838,multinationale,0.41,0
23839,chinchilla,0.41,0
23840,démantèlement,0.41,0
23841,scandaleusement,0.41,0
23842,combinatoire,0.41,0
23843,collégiale,0.41,0
23844,arriviste,0.41,0
23845,ébaubir,0.41,0
23846,marri,0.41,0
23847,arrhe,0.41,0
23848,déliquescent,0.41,0
23849,symbiose,0.41,0
23850,oedipe,0.41,0
23851,oranais,0.41,0
23852,croa-croa,0.41,0
23853,roman-photo,0.41,0
23854,roman-feuilleton,0.41,0
23855,soutenant,0.41,0
23856,larfeuille,0.41,0
23857,musser,0.41,0
23858,mussolinien,0.41,0
23859,orangerie,0.41,0
23860,satiner,0.41,1
23861,roitelet,0.41,0
23862,revouloir,0.41,0
23863,kolkhoze,0.41,0
23864,matelassier,0.41,0
23865,marteau-pilon,0.41,0
23866,larigot,0.41,0
23867,satinette,0.41,0
23868,lasagne,0.41,0
23869,crispant,0.41,0
23870,déjeter,0.41,0
23871,surplombant,0.41,0
23872,sous-fifre,0.41,0
23873,marennes,0.41,0
23874,yak,0.41,0
23875,cul-de-basse-fosse,0.41,0
23876,nutritif,0.41,0
23877,dramatiquement,0.41,0
23878,acrylique,0.41,0
23879,actinie,0.41,0
23880,astucieusement,0.41,1
23881,nyctalope,0.41,0
23882,éduen,0.41,0
23883,récipiendaire,0.41,0
23884,astronaute,0.41,0
23885,corrupteur,0.41,0
23886,drive,0.41,0
23887,acupuncture,0.41,0
23888,adaptateur,0.41,0
23889,sulfurique,0.41,0
23890,sulky,0.41,0
23891,athénienne,0.41,0
23892,stabilisé,0.41,0
23893,atlante,0.41,0
23894,anthropologie,0.41,0
23895,parallélisme,0.41,0
23896,staccato,0.41,0
23897,cocufier,0.41,0
23898,correctif,0.41,0
23899,tag,0.41,0
23900,moraliser,0.41,0
23901,tadorne,0.41,0
23902,anthropométrique,0.41,0
23903,draille,0.41,0
23904,tacticien,0.41,0
23905,acre,0.41,1
23906,morfaler,0.41,0
23907,vroom,0.41,0
23908,drosser,0.41,0
23909,squatter,0.41,0
23910,mémoriser,0.41,0
23911,centralisme,0.41,0
23912,squameux,0.41,0
23913,sagaie,0.41,0
23914,réattaquer,0.41,0
23915,adjonction,0.41,0
23916,concurremment,0.41,0
23917,censément,0.41,0
23918,septique,0.41,0
23919,litote,0.41,0
23920,stabilisation,0.41,0
23921,sac-poubelle,0.41,0
23922,sunlight,0.41,0
23923,superficiellement,0.41,0
23924,donnant-donnant,0.41,0
23925,lombes,0.41,0
23926,embourgeoiser,0.41,0
23927,inégaler,0.41,0
23928,étrille,0.41,0
23929,cauchemarder,0.41,0
23930,ionien,0.41,0
23931,stance,0.41,0
23932,lolo,0.41,0
23933,attaquant,0.41,1
23934,mandrin,0.41,0
23935,récurrent,0.41,0
23936,mandé,0.41,0
23937,conflagration,0.41,0
23938,longuet,0.41,0
23939,inverti,0.41,0
23940,embrocation,0.41,0
23941,cénotaphe,0.41,0
23942,attractif,0.41,0
23943,invisiblement,0.41,0
23944,longitude,0.41,0
23945,montrable,0.41,0
23946,embrassant,0.41,0
23947,étrivière,0.41,0
23948,méphistophélique,0.41,0
23949,numérique,0.41,0
23950,anorexique,0.41,0
23951,paramètre,0.41,0
23952,renonciation,0.41,0
23953,mi-ironique,0.41,0
23954,doublon,0.41,0
23955,loch,0.41,1
23956,cautériser,0.41,0
23957,confidentiellement,0.41,0
23958,égoïstement,0.41,0
23959,embellissement,0.41,0
23960,doucettement,0.41,0
23961,efficient,0.41,0
23962,douillette,0.41,0
23963,aleph,0.41,0
23964,épigramme,0.41,0
23965,cornac,0.41,0
23966,confiteor,0.41,0
23967,aciduler,0.41,0
23968,mi-juillet,0.41,0
23969,logicien,0.41,0
23970,tajine,0.41,0
23971,ménisque,0.41,0
23972,épigone,0.41,0
23973,paraphraser,0.41,0
23974,dotation,0.41,0
23975,lignage,0.41,0
23976,désappointé,0.41,0
23977,chamelier,0.41,0
23978,soufrer,0.41,0
23979,paillon,0.41,0
23980,jaunisse,0.41,0
23981,ligneux,0.41,0
23982,obscurcissement,0.41,0
23983,désactiver,0.41,0
23984,asparagus,0.41,0
23985,déboulé,0.41,0
23986,couillonnade,0.41,0
23987,linotype,0.41,0
23988,débarder,0.41,0
23989,couder,0.41,0
23990,palet,0.41,0
23991,linger,0.41,0
23992,palestre,0.41,0
23993,spiritualiste,0.41,0
23994,antiquaille,0.41,0
23995,cultivable,0.41,0
23996,maraca,0.41,0
23997,palanquin,0.41,0
23998,désabusement,0.41,0
23999,chaman,0.41,0
24000,oxyde,0.41,0
24001,chantonnant,0.41,0
24002,pacification,0.41,0
24003,obsidional,0.41,0
24004,courante,0.41,1
24005,spermato,0.41,0
24006,affectionné,0.41,0
24007,courgette,0.41,0
24008,dépucelage,0.41,0
24009,lieux-dits,0.41,0
24010,déprédation,0.41,0
24011,ovocyte,0.41,0
24012,ressemelage,0.41,0
24013,rouste,0.41,0
24014,dépréciation,0.41,0
24015,surajouter,0.41,0
24016,obsessionnellement,0.41,0
24017,médicastre,0.41,0
24018,culottier,0.41,0
24019,coulure,0.41,0
24020,médiateur,0.41,1
24021,pagaye,0.41,0
24022,moucheture,0.41,0
24023,spider,0.41,0
24024,cholestérol,0.41,0
24025,coupeur,0.41,0
24026,compte-tours,0.41,0
24027,licenciement,0.41,1
24028,tabagie,0.41,0
24029,manoeuvrier,0.41,0
24030,cyclique,0.41,0
24031,spécieux,0.41,0
24032,coexistence,0.41,0
24033,cothurne,0.41,0
24034,négritude,0.41,0
24035,châlit,0.41,0
24036,vélocipède,0.41,0
24037,vénus,0.41,1
24038,jacot,0.41,0
24039,vélum,0.41,0
24040,vénalité,0.41,0
24041,cessez-le-feu,0.41,0
24042,sériel,0.41,0
24043,paner,0.41,0
24044,spécialisation,0.41,0
24045,méhari,0.41,0
24046,saint-émilion,0.41,0
24047,duplicata,0.41,0
24048,vulgarisation,0.41,0
24049,drôlet,0.41,0
24050,mémorial,0.41,0
24051,assureur,0.41,0
24052,pané,0.41,0
24053,superstar,0.41,0
24054,chtimi,0.41,0
24055,palmé,0.41,0
24056,semoncer,0.41,0
24057,chahuteur,0.41,1
24058,curriculum,0.41,1
24059,aspidistra,0.41,0
24060,séraphin,0.41,0
24061,écrase-merde,0.41,0
24062,mansarder,0.41,0
24063,désennuyer,0.41,0
24064,manutentionnaire,0.41,0
24065,assaisonnement,0.41,0
24066,anticorps,0.41,0
24067,panarabisme,0.41,0
24068,chabraque,0.41,0
24069,concomitant,0.41,0
24070,mortifiant,0.41,0
24071,sépharade,0.41,0
24072,pamphlétaire,0.41,0
24073,repoudrer,0.41,0
24074,désinformation,0.41,0
24075,bette,0.41,0
24076,trouduc,0.41,0
24077,fermant,0.41,0
24078,tintinnabulant,0.41,0
24079,by night,0.41,0
24080,bourgeonnant,0.41,0
24081,vaser,0.41,0
24082,broncho-pneumonie,0.41,0
24083,bien-portant,0.41,0
24084,pourrissoir,0.41,0
24085,frairie,0.41,0
24086,fric-frac,0.41,0
24087,trachée,0.41,0
24088,homme-sandwich,0.41,0
24089,flemmard,0.41,0
24090,primordialement,0.41,0
24091,génitoire,0.41,0
24092,tracter,0.41,0
24093,fastoche,0.41,0
24094,traîtresse,0.41,1
24095,rasage,0.41,0
24096,rascasse,0.41,0
24097,pointage,0.41,0
24098,quasi-certitude,0.41,1
24099,polope,0.41,0
24100,gargantuesque,0.41,1
24101,houillère,0.41,0
24102,inconsidérément,0.41,0
