,word,frequency,known
13282,tribun,1.96,1
13283,préconiser,1.96,0
13284,enrhumer,1.96,1
13285,vrombir,1.96,0
13286,tamisé,1.96,0
13287,tambouille,1.96,0
13288,seller,1.96,0
13289,sicilien,1.96,0
13290,parbleu,1.96,0
13291,jonction,1.96,1
13292,macchabée,1.96,0
13293,traîtrise,1.96,0
13294,saccader,1.96,1
13295,assidûment,1.96,0
13296,alchimie,1.96,1
13297,catacombe,1.96,0
13298,demi-obscurité,1.96,1
13299,typiquement,1.96,0
13300,enrayer,1.96,0
13301,cotre,1.96,0
13302,admis,1.96,0
13303,bouillotte,1.96,1
13304,médusé,1.96,0
13305,trépidation,1.96,0
13306,bobard,1.96,0
13307,révoltant,1.96,1
13308,patibulaire,1.96,1
13309,rythmé,1.96,0
13310,blaser,1.96,0
13311,râble,1.96,0
13312,recouper,1.96,0
13313,algarade,1.96,0
13314,blasphémer,1.96,0
13315,look,1.96,0
13316,land,1.96,1
13317,aménité,1.96,0
13318,incommoder,1.96,0
13319,dèche,1.96,0
13320,envenimer,1.96,0
13321,impec,1.96,0
13322,gogo,1.96,0
13323,sous-main,1.96,0
13324,glissière,1.96,0
13325,clair-obscur,1.96,0
13326,monarque,1.96,0
13327,impie,1.96,0
13328,escarmouche,1.96,0
13329,borborygme,1.96,1
13330,censeur,1.96,0
13331,girond,1.96,0
13332,exempt,1.96,1
13333,inassouvi,1.96,0
13334,turne,1.96,0
13335,nantir,1.96,0
13336,désespérant,1.96,1
13337,mobilité,1.96,1
13338,crayeux,1.96,1
13339,dégainer,1.96,1
13340,étanche,1.96,0
13341,ébahir,1.96,1
13342,primeur,1.96,0
13343,spécifique,1.96,0
13344,cador,1.96,0
13345,cadencé,1.96,0
13346,styliser,1.96,0
13347,cuistance,1.96,0
13348,imposteur,1.96,1
13349,adroitement,1.96,0
13350,épandre,1.96,0
13351,bénitier,1.96,0
13352,bâillon,1.96,1
13353,bâfrer,1.96,0
13354,tractation,1.96,0
13355,sparadrap,1.96,0
13356,approximativement,1.96,1
13357,requête,1.96,1
13358,canaliser,1.96,1
13359,généralité,1.96,0
13360,niveler,1.96,0
13361,saphir,1.96,1
13362,pommer,1.96,0
13363,permissionnaire,1.96,0
13364,indigence,1.96,0
13365,indiscutablement,1.96,0
13366,cambrousse,1.96,0
13367,stridence,1.96,0
13368,généalogie,1.96,1
13369,satellite,1.96,1
13370,crudité,1.96,0
13371,marcheur,1.96,1
13372,impulsif,1.96,0
13373,mirabelle,1.96,0
13374,cake,1.96,1
13375,caillé,1.96,0
13376,hors-d'oeuvre,1.96,0
13377,acétylène,1.96,0
13378,déplaisir,1.96,1
13379,croustillant,1.96,0
13380,termite,1.96,0
13381,invocation,1.96,0
13382,arrivage,1.96,0
13383,gus,1.96,0
13384,horizontalement,1.96,0
13385,horoscope,1.96,1
13386,décroiser,1.96,1
13387,propension,1.96,0
13388,brillantine,1.96,0
13389,brigadier-chef,1.96,0
13390,rogue,1.96,1
13391,remballer,1.96,0
13392,maréchal-ferrant,1.96,0
13393,empesé,1.96,0
13394,emphatique,1.96,0
13395,empiétement,1.96,0
13396,saisissement,1.96,0
13397,vérolé,1.96,0
13398,sadisme,1.96,0
13399,enfreindre,1.96,1
13400,couffin,1.96,0
13401,gougnafier,1.96,0
13402,décourageant,1.96,0
13403,découpage,1.96,0
13404,reluisant,1.96,0
13405,carême,1.96,0
13406,yougoslave,1.96,0
13407,grassouillet,1.96,1
13408,bruni,1.96,0
13409,effarer,1.96,1
13410,effranger,1.96,0
13411,défensif,1.96,1
13412,tragiquement,1.96,0
13413,renégat,1.96,0
13414,ingénu,1.96,0
13415,broussailleux,1.96,1
13416,morve,1.96,1
13417,embrumer,1.96,1
13418,courtoisement,1.96,1
13419,leurrer,1.96,0
13420,embardée,1.96,1
13421,embonpoint,1.96,0
13422,cupidité,1.96,1
13423,profitable,1.96,0
13424,exportation,1.96,0
13425,vigneron,1.96,0
13426,bafoué,1.96,0
13427,synthèse,1.96,0
13428,réfection,1.96,0
13429,badin,1.96,1
13430,irisé,1.96,0
13431,rarissime,1.96,0
13432,contre-attaquer,1.96,1
13433,pivoine,1.96,0
13434,féru,1.96,0
13435,nord-africain,1.96,0
13436,hexagonal,1.96,0
13437,gastronomique,1.96,0
13438,divulguer,1.96,1
13439,garrigue,1.96,0
13440,sympathiser,1.96,1
13441,gaufre,1.96,0
13442,rapatriement,1.96,0
13443,idéalisme,1.96,0
13444,dey,1.96,0
13445,suranné,1.96,0
13446,contre-courant,1.96,0
13447,contrebande,1.96,0
13448,chorale,1.96,0
13449,écartelé,1.96,0
13450,failler,1.96,0
13451,descendance,1.96,0
13452,acolyte,1.96,1
13453,vignoble,1.96,0
13454,mesquinerie,1.96,0
13455,post-scriptum,1.96,1
13456,fange,1.96,0
13457,bercail,1.96,1
13458,mensonger,1.96,0
13459,sourcilleux,1.96,0
13460,galvaniser,1.96,1
13461,minaret,1.96,0
13462,épurer,1.96,0
13463,hep,1.96,0
13464,distancer,1.96,1
13465,surréalisme,1.96,0
13466,fixation,1.96,0
13467,parachuter,1.96,0
13468,soierie,1.96,0
13469,suée,1.96,0
13470,pitre,1.96,0
13471,jugulaire,1.96,0
13472,magnificence,1.96,0
13473,folklorique,1.96,0
13474,fondrière,1.96,0
13475,mitre,1.96,0
13476,apostolique,1.96,0
13477,verso,1.96,1
13478,résille,1.96,0
13479,présidentiel,1.96,0
13480,merdier,1.96,0
13481,abdication,1.96,0
13482,frileusement,1.96,0
13483,pénis,1.96,0
13484,viscéral,1.96,0
13485,élimination,1.96,0
13486,convalescent,1.96,0
13487,laissez-passer,1.96,0
13488,éclaircissement,1.96,0
13489,inusable,1.96,0
13490,congénital,1.96,0
13491,rature,1.96,1
13492,violation,1.96,1
13493,réprimande,1.96,1
13494,oscillation,1.96,0
13495,avant-dernier,1.96,1
13496,napolitain,1.96,0
13497,appendice,1.96,0
13498,réceptionniste,1.96,0
13499,épithète,1.96,0
13500,pylône,1.96,0
13501,intelligible,1.96,1
13502,par-devant,1.96,0
13503,ouiche,1.96,0
13504,bienfaisance,1.96,0
13505,facétie,1.96,1
13506,peuh,1.96,0
13507,appauvrir,1.89,0
13508,conspirateur,1.89,1
13509,dépérir,1.89,1
13510,défectueux,1.89,0
13511,sarabande,1.89,0
13512,appareillage,1.89,0
13513,sarcler,1.89,0
13514,griffu,1.89,1
13515,chuchotant,1.89,1
13516,réinstaller,1.89,1
13517,ci-joint,1.89,0
13518,sulfureux,1.89,0
13519,défensive,1.89,1
13520,interrogatif,1.89,0
13521,effeuiller,1.89,0
13522,tonitruer,1.89,1
13523,mécène,1.89,0
13524,confessionnal,1.89,0
13525,perpendiculaire,1.89,1
13526,fêler,1.89,0
13527,sono,1.89,0
13528,cloaque,1.89,0
13529,crûment,1.89,0
13530,australien,1.89,0
13531,amidonner,1.89,0
13532,intimidant,1.89,1
13533,toutou,1.89,0
13534,dévastateur,1.89,0
13535,consonance,1.89,0
13536,énervant,1.89,0
13537,dévolu,1.89,0
13538,éberluer,1.89,0
13539,guillotiner,1.89,0
13540,numéroter,1.89,1
13541,gagnant,1.89,1
13542,arguer,1.89,0
13543,almanach,1.89,0
13544,jérémiade,1.89,0
13545,tartir,1.89,0
13546,purge,1.89,0
13547,délinquant,1.89,1
13548,possédé,1.89,0
13549,charretier,1.89,0
13550,graminée,1.89,0
13551,grand-duc,1.89,0
13552,wagon-lit,1.89,0
13553,incontestable,1.89,1
13554,stuc,1.89,0
13555,baba,1.89,0
13556,amnistie,1.89,0
13557,whiskies,1.89,0
13558,embourber,1.89,0
13559,pisseux,1.89,0
13560,juke-box,1.89,0
13561,frétillant,1.89,0
13562,congénère,1.89,1
13563,fève,1.89,1
13564,délibération,1.89,0
13565,veinard,1.89,0
13566,kipa,1.89,0
13567,poinçon,1.89,0
13568,affirmatif,1.89,1
13569,pollen,1.89,0
13570,embrassade,1.89,1
13571,peigné,1.89,0
13572,grenu,1.89,0
13573,aloi,1.89,0
13574,désaltérer,1.89,0
13575,haranguer,1.89,0
13576,strapontin,1.89,0
13577,cadenasser,1.89,1
13578,épancher,1.89,0
13579,coche,1.89,0
13580,ricanant,1.89,1
13581,futé,1.89,0
13582,moka,1.89,0
13583,baccalauréat,1.89,0
13584,étancher,1.89,1
13585,périodique,1.89,0
13586,avoisinant,1.89,1
13587,chrono,1.89,0
13588,diminutif,1.89,0
13589,prestidigitateur,1.89,0
13590,sauteur,1.89,1
13591,sureau,1.89,1
13592,chuinter,1.89,0
13593,resplendissant,1.89,1
13594,guenon,1.89,0
13595,critère,1.89,1
13596,requinquer,1.89,0
13597,pierreries,1.89,1
13598,agitateur,1.89,0
13599,malhonnêteté,1.89,0
13600,porte-jarretelles,1.89,0
13601,incendiaire,1.89,0
13602,ineptie,1.89,1
13603,mysticisme,1.89,0
13604,infection,1.89,0
13605,dégringolade,1.89,1
13606,ortolan,1.89,0
13607,dérangement,1.89,1
13608,déséquilibrer,1.89,1
13609,testicule,1.89,0
13610,crustacé,1.89,0
13611,conscrit,1.89,0
13612,rigidité,1.89,0
13613,friper,1.89,1
13614,lippe,1.89,0
13615,heurté,1.89,0
13616,avertisseur,1.89,0
13617,cueillette,1.89,0
13618,tirant,1.89,1
13619,à l'encontre,1.89,0
13620,groin,1.89,1
13621,fossile,1.89,0
13622,groseille,1.89,1
13623,probité,1.89,0
13624,grosso modo,1.89,0
13625,grumeleux,1.89,0
13626,antichar,1.89,0
13627,arrosage,1.89,1
13628,aviné,1.89,0
13629,manchot,1.89,1
13630,sermonner,1.89,1
13631,insatisfait,1.89,0
13632,récupération,1.89,0
13633,vadrouille,1.89,0
13634,séduit,1.89,0
13635,glaïeul,1.89,0
13636,raréfier,1.89,1
13637,rasant,1.89,0
13638,impavide,1.89,0
13639,bouddhisme,1.89,0
13640,rudiment,1.89,0
13641,louable,1.89,1
13642,fainéant,1.89,1
13643,débecter,1.89,0
13644,lézarder,1.89,0
13645,chambrée,1.89,0
13646,gazeux,1.89,1
13647,becqueter,1.89,0
13648,préméditer,1.89,0
13649,mors,1.89,0
13650,coter,1.89,1
13651,incisif,1.89,1
13652,docte,1.89,1
13653,lacis,1.89,0
13654,lut,1.89,1
13655,réfractaire,1.89,0
13656,souteneur,1.89,0
13657,feinter,1.89,0
13658,malaxer,1.89,0
13659,sabord,1.89,0
13660,méritant,1.89,0
13661,papillote,1.89,0
13662,clairvoyance,1.89,0
13663,vaguer,1.89,0
13664,bourbeux,1.89,0
13665,pauvrement,1.89,0
13666,combustion,1.89,0
13667,dolmen,1.89,0
13668,censurer,1.89,0
13669,réapprendre,1.89,0
13670,ombilical,1.89,0
13671,asticoter,1.89,1
13672,bidonner,1.89,0
13673,tutoiement,1.89,0
13674,rechute,1.89,1
13675,extasié,1.89,1
13676,incommensurable,1.89,0
13677,loqueteux,1.89,1
13678,rebondissement,1.89,0
13679,alanguir,1.89,0
13680,astronomique,1.89,1
13681,têtard,1.89,1
13682,invariable,1.89,0
13683,once,1.89,0
13684,chaleureusement,1.89,1
13685,drugstore,1.89,0
13686,alexandrin,1.89,0
13687,typhon,1.89,0
13688,atlantique,1.89,0
13689,paré,1.89,0
13690,ogresse,1.89,0
13691,trémière,1.89,0
13692,armoirie,1.89,1
13693,commentateur,1.89,1
13694,laineux,1.89,0
13695,récital,1.89,0
13696,gibet,1.89,0
13697,convoyer,1.89,0
13698,tumeur,1.89,0
13699,bicher,1.89,0
13700,élégamment,1.89,1
13701,remarquablement,1.89,1
13702,enduit,1.89,0
13703,flageller,1.89,0
13704,rapidos,1.89,0
13705,clause,1.89,0
13706,cymbale,1.89,0
13707,railleur,1.89,1
13708,traquenard,1.89,0
13709,laveur,1.89,0
13710,opprimé,1.89,0
13711,travesti,1.89,0
13712,opprobre,1.89,1
13713,sectionner,1.89,1
13714,pillard,1.89,1
13715,piécette,1.89,0
13716,ralentissement,1.89,0
13717,roquet,1.89,0
13718,galopant,1.89,0
13719,prévoyant,1.89,0
13720,flambeur,1.89,0
13721,aquatique,1.89,1
13722,empiéter,1.89,0
13723,brio,1.89,0
13724,inhumer,1.89,0
13725,enchère,1.89,0
13726,musculature,1.89,0
13727,enchâsser,1.89,0
13728,safran,1.89,0
13729,garde-fou,1.89,0
13730,engranger,1.89,0
13731,jonchée,1.89,0
13732,batelier,1.89,0
13733,agencement,1.89,0
13734,dix-huitième,1.89,0
13735,soc,1.89,0
13736,madeleine,1.89,0
13737,éméché,1.82,1
13738,dégustation,1.82,0
13739,strie,1.82,0
13740,marbrer,1.82,1
13741,clôturer,1.82,0
13742,répudier,1.82,0
13743,temporel,1.82,0
13744,incontrôlable,1.82,1
13745,culminant,1.82,0
13746,centrer,1.82,1
13747,inciser,1.82,0
13748,taillader,1.82,1
13749,herbu,1.82,0
13750,dynamisme,1.82,0
13751,tchécoslovaque,1.82,0
13752,chérubin,1.82,1
13753,doctorat,1.82,0
13754,digestif,1.82,0
13755,répondant,1.82,0
13756,adorateur,1.82,0
13757,terrien,1.82,0
13758,jarretelle,1.82,0
13759,carrelet,1.82,0
13760,terroir,1.82,0
13761,loué,1.82,0
13762,mielleux,1.82,1
13763,achèvement,1.82,0
13764,défricher,1.82,0
13765,cubique,1.82,0
13766,tari,1.82,0
13767,ébouler,1.82,1
13768,cerf-volant,1.82,0
13769,ébouer,1.82,0
13770,déculotter,1.82,0
13771,généralissime,1.82,0
13772,pare-chocs,1.82,0
13773,charroi,1.82,0
13774,ponctuel,1.82,0
13775,caneton,1.82,0
13776,anthracite,1.82,0
13777,sénile,1.82,1
13778,dégoter,1.82,0
13779,thoracique,1.82,0
13780,amiable,1.82,0
13781,deux-pièces,1.82,0
13782,pouah,1.82,0
13783,royalement,1.82,0
13784,carbone,1.82,0
13785,cyprin,1.82,0
13786,taxe,1.82,0
13787,sacrifié,1.82,0
13788,régleur,1.82,0
13789,die,1.82,0
13790,nucléaire,1.82,0
13791,jardinière,1.82,0
13792,popularité,1.82,1
13793,charnière,1.82,1
13794,admission,1.82,0
13795,ruineux,1.82,0
13796,dégarni,1.82,1
13797,médium,1.82,0
13798,chef-lieu,1.82,0
13799,râblé,1.82,0
13800,discontinuer,1.82,0
13801,chouïa,1.82,0
13802,pornographique,1.82,0
13803,jaillissement,1.82,1
13804,mandarin,1.82,0
13805,mélancoliquement,1.82,0
13806,hivernal,1.82,1
13807,chamarré,1.82,0
13808,tamis,1.82,0
13809,sénat,1.82,0
13810,amplement,1.82,0
13811,civique,1.82,0
13812,chantre,1.82,0
13813,mandataire,1.82,0
13814,chevalin,1.82,1
13815,dressage,1.82,0
13816,diarrhée,1.82,0
13817,hobereau,1.82,0
13818,marginal,1.82,1
13819,excommunier,1.82,0
13820,invectiver,1.82,0
13821,cordialement,1.82,1
13822,gestation,1.82,0
13823,turf,1.82,0
13824,sous-entendre,1.82,0
13825,exorcisme,1.82,0
13826,éconduire,1.82,1
13827,recompter,1.82,0
13828,blocage,1.82,1
13829,trésorier,1.82,1
13830,mac,1.82,0
13831,intercaler,1.82,0
13832,approchant,1.82,0
13833,besogneux,1.82,0
13834,gazer,1.82,0
13835,fadeur,1.82,0
13836,contrepoids,1.82,0
13837,identification,1.82,0
13838,copieux,1.82,1
13839,ubiquité,1.82,0
13840,germano-soviétique,1.82,0
13841,lamentablement,1.82,1
13842,étourdissement,1.82,0
13843,bienvenu,1.82,1
13844,hôtellerie,1.82,0
13845,végétarien,1.82,0
13846,affranchi,1.82,0
13847,refréner,1.82,0
13848,gominer,1.82,0
13849,refourguer,1.82,0
13850,bouler,1.82,0
13851,impitoyablement,1.82,1
13852,colonnette,1.82,0
13853,oeillade,1.82,0
13854,oeillère,1.82,0
13855,boursouflure,1.82,0
13856,inopportun,1.82,0
13857,larron,1.82,0
13858,correctionnel,1.82,0
13859,envoûtement,1.82,0
13860,boitiller,1.82,1
13861,recouvert,1.82,1
13862,ouste,1.82,1
13863,anus,1.82,0
13864,colt,1.82,0
13865,gnon,1.82,0
13866,muqueux,1.82,0
13867,glorieusement,1.82,0
13868,onguent,1.82,1
13869,imité,1.82,1
13870,fondé,1.82,0
13871,partant,1.82,0
13872,conciliation,1.82,1
13873,vexation,1.82,0
13874,rabatteur,1.82,0
13875,soudé,1.82,0
13876,fortifié,1.82,0
13877,gabarit,1.82,0
13878,raffermir,1.82,0
13879,nasse,1.82,0
13880,consécutif,1.82,1
13881,ouater,1.82,0
13882,constructeur,1.82,0
13883,vernissage,1.82,0
13884,contrecarrer,1.82,0
13885,vivats,1.82,0
13886,conforter,1.82,0
13887,frelon,1.82,1
13888,périssable,1.82,0
13889,virtuosité,1.82,1
13890,péquenot,1.82,0
13891,frimousse,1.82,0
13892,fritz,1.82,0
13893,pipelette,1.82,0
13894,fronde,1.82,0
13895,victorieusement,1.82,0
13896,conditionné,1.82,0
13897,fourrier,1.82,0
13898,questionnaire,1.82,1
13899,férié,1.82,0
13900,apport,1.82,0
13901,autographe,1.82,1
13902,kiosk,1.82,0
13903,macérer,1.82,1
13904,fauteur,1.82,0
13905,préméditation,1.82,0
13906,rapporté,1.82,0
13907,skaï,1.82,0
13908,maisonnée,1.82,0
13909,ladite,1.82,0
13910,placette,1.82,0
13911,bavarois,1.82,0
13912,vaporiser,1.82,0
13913,vaudeville,1.82,0
13914,barmaid,1.82,0
13915,gagne-pain,1.82,0
13916,ahurissement,1.82,1
13917,gargouille,1.82,1
13918,pinson,1.82,0
13919,filleul,1.82,1
13920,antipathie,1.82,1
13921,bulbe,1.82,1
13922,artiche,1.82,0
13923,infuser,1.82,1
13924,marseillais,1.82,0
13925,soutirer,1.82,0
13926,brrr,1.82,0
13927,effarement,1.82,1
13928,broyé,1.82,0
13929,grive,1.82,0
13930,bénard,1.82,0
13931,repartie,1.82,0
13932,anticommuniste,1.82,0
13933,enjoliver,1.82,1
13934,coccinelle,1.82,0
13935,objectivement,1.82,0
13936,broutille,1.82,0
13937,démoraliser,1.82,1
13938,emmagasiner,1.82,0
13939,emmailloter,1.82,0
13940,ingrédient,1.82,1
13941,abusif,1.82,1
13942,dételer,1.82,0
13943,crayonner,1.82,0
13944,influer,1.82,1
13945,infailliblement,1.82,0
13946,obnubiler,1.82,0
13947,rescaper,1.82,0
13948,météorologique,1.82,1
13949,malhonnête,1.82,1
13950,tonique,1.82,1
13951,mollard,1.82,0
13952,spatule,1.82,0
13953,indéniable,1.82,1
13954,tortore,1.82,0
13955,dépotoir,1.82,0
13956,reposé,1.82,0
13957,licorne,1.82,1
13958,épanchement,1.82,0
13959,démissionner,1.82,1
13960,endommager,1.82,1
13961,travaillé,1.82,1
13962,branle-bas,1.82,0
13963,seizième,1.82,1
13964,initiatique,1.82,0
13965,pedigree,1.82,0
13966,brasero,1.82,0
13967,endiguer,1.82,0
13968,crémier,1.82,0
13969,engrosser,1.82,0
13970,assiduité,1.82,0
13971,octogonal,1.82,0
13972,couenne,1.82,1
13973,octave,1.82,1
13974,inhérent,1.82,0
13975,promulguer,1.82,0
13976,promoteur,1.82,0
13977,gâche,1.82,1
13978,gâchette,1.82,0
13979,plouc,1.82,0
13980,aspirant,1.82,1
13981,transfusion,1.82,0
13982,huis,1.82,0
13983,hululement,1.82,1
13984,itou,1.82,0
13985,pantomime,1.82,1
13986,pléiade,1.82,0
13987,crécelle,1.82,0
13988,policé,1.82,0
13989,immoral,1.76,0
13990,magnum,1.76,1
13991,appoint,1.76,0
13992,étriper,1.76,0
13993,concasser,1.76,0
13994,imager,1.76,0
13995,illégal,1.76,1
13996,conjoint,1.76,0
13997,congestion,1.76,0
13998,irrégulièrement,1.76,1
13999,paralytique,1.76,0
14000,stratagème,1.76,1
14001,élasticité,1.76,0
14002,crucifié,1.76,0
14003,saumure,1.76,1
14004,apostrophe,1.76,0
14005,supercherie,1.76,0
14006,apogée,1.76,0
14007,apocalyptique,1.76,1
14008,honoré,1.76,1
14009,savoir-vivre,1.76,0
14010,sinuer,1.76,0
14011,colmater,1.76,0
14012,coron,1.76,0
14013,égoutier,1.76,0
14014,clinquant,1.76,0
14015,couinement,1.76,1
14016,huiler,1.76,0
14017,court-circuit,1.76,0
14018,cordeau,1.76,0
14019,courtier,1.76,0
14020,hémisphère,1.76,0
14021,corpulence,1.76,1
14022,corpulent,1.76,1
14023,annales,1.76,0
14024,cérémonieusement,1.76,0
14025,costumer,1.76,0
14026,senti,1.76,1
14027,légitimité,1.76,0
14028,manchon,1.76,0
14029,serrement,1.76,1
14030,apeurer,1.76,1
14031,colimaçon,1.76,1
14032,pointilleux,1.76,1
14033,comparse,1.76,1
14034,compassé,1.76,0
14035,componction,1.76,0
14036,contingence,1.76,0
14037,diadème,1.76,1
14038,comptine,1.76,0
14039,cuissard,1.76,0
14040,élaboration,1.76,0
14041,idyllique,1.76,0
14042,derviche,1.76,1
14043,contrition,1.76,0
14044,cinéaste,1.76,0
14045,échalas,1.76,0
14046,desserte,1.76,1
14047,éraflure,1.76,1
14048,éleveur,1.76,0
14049,entacher,1.76,0
14050,pavement,1.76,0
14051,trimard,1.76,0
14052,entravé,1.76,0
14053,boudiner,1.76,1
14054,lardon,1.76,0
14055,tzigane,1.76,0
14056,boutiquier,1.76,0
14057,enjôleur,1.76,0
14058,regroupement,1.76,0
14059,vénal,1.76,0
14060,moire,1.76,0
14061,enseveli,1.76,0
14062,tripler,1.76,0
14063,troufion,1.76,0
14064,estival,1.76,0
14065,lansquenet,1.76,0
14066,blot,1.76,0
14067,reclus,1.76,0
14068,gercer,1.76,0
14069,exiguïté,1.76,1
14070,tutélaire,1.76,0
14071,typhus,1.76,0
14072,patère,1.76,0
14073,esquif,1.76,0
14074,envieux,1.76,0
14075,glapissement,1.76,1
14076,alhambra,1.76,0
14077,précieusement,1.76,0
14078,boutonneux,1.76,1
14079,emmancher,1.76,0
14080,li,1.76,0
14081,ingérence,1.76,0
14082,embrouillé,1.76,0
14083,embué,1.76,0
14084,gril,1.76,0
14085,burnous,1.76,0
14086,désarmant,1.76,0
14087,liguer,1.76,0
14088,infant,1.76,0
14089,éolien,1.76,0
14090,busqué,1.76,0
14091,désenchantement,1.76,1
14092,amadou,1.76,0
14093,maroquin,1.76,0
14094,pelucheux,1.76,1
14095,emmerdant,1.76,0
14096,empâter,1.76,0
14097,remontée,1.76,1
14098,bricolage,1.76,0
14099,reliquat,1.76,0
14100,enfumer,1.76,0
14101,empaler,1.76,1
14102,zen,1.76,0
14103,yack,1.76,0
14104,grand-tante,1.76,1
14105,bing,1.76,0
14106,oratoire,1.76,0
14107,florin,1.76,0
14108,flottille,1.76,0
14109,atténué,1.76,0
14110,augurer,1.76,0
14111,julien,1.76,0
14112,agriculteur,1.76,0
14113,épilogue,1.76,0
14114,présomption,1.76,1
14115,batailler,1.76,0
14116,prétendument,1.76,1
14117,fissurer,1.76,0
14118,varice,1.76,0
14119,fêlure,1.76,1
14120,intimidation,1.76,1
14121,vineux,1.76,0
14122,quadrilatère,1.76,0
14123,frasque,1.76,1
14124,pétition,1.76,0
14125,automitrailleur,1.76,0
14126,automnal,1.76,0
14127,jusant,1.76,0
14128,paroissien,1.76,0
14129,moufle,1.76,1
14130,mercure,1.76,0
14131,fédéral,1.76,0
14132,bachelier,1.76,0
14133,rab,1.76,0
14134,verveine,1.76,0
14135,veule,1.76,0
14136,moulant,1.76,0
14137,quérir,1.76,0
14138,vignette,1.76,0
14139,fourgonnette,1.76,0
14140,partance,1.76,0
14141,vagir,1.76,0
14142,fader,1.76,0
14143,attouchement,1.76,0
14144,faiblard,1.76,0
14145,laie,1.76,0
14146,ratiche,1.76,0
14147,falot,1.76,0
14148,berlingot,1.76,1
14149,fantaisiste,1.76,0
14150,laissé,1.76,0
14151,miséricordieux,1.76,1
14152,téton,1.76,0
14153,voyelle,1.76,0
14154,patati,1.76,0
14155,athéisme,1.76,0
14156,expulsion,1.76,1
14157,maxillaire,1.76,0
14158,opiniâtreté,1.76,0
14159,fendiller,1.76,0
14160,ferment,1.76,0
14161,valdinguer,1.76,0
14162,rancart,1.76,0
14163,fessée,1.76,0
14164,judas,1.76,1
14165,fatalisme,1.76,0
14166,fataliste,1.76,0
14167,bedeau,1.76,0
14168,fauter,1.76,0
14169,molaire,1.76,1
14170,charmeur,1.76,1
14171,parement,1.76,0
14172,doléance,1.76,0
14173,morpion,1.76,0
14174,syncope,1.76,1
14175,carence,1.76,0
14176,sélectionner,1.76,1
14177,molosse,1.76,1
14178,richement,1.76,0
14179,caracoler,1.76,0
14180,roder,1.76,0
14181,rococo,1.76,0
14182,tartare,1.76,0
14183,tatillon,1.76,0
14184,rituellement,1.76,0
14185,harmonica,1.76,1
14186,persistance,1.76,0
14187,revêche,1.76,1
14188,suspense,1.76,0
14189,incinérer,1.76,0
14190,praticien,1.76,0
14191,déhancher,1.76,0
14192,déhanchement,1.76,0
14193,chasuble,1.76,0
14194,possessif,1.76,0
14195,pourliche,1.76,0
14196,hallier,1.76,0
14197,capture,1.76,1
14198,praline,1.76,1
14199,rutiler,1.76,0
14200,roussir,1.76,0
14201,causette,1.76,0
14202,taffetas,1.76,0
14203,postérieur,1.76,1
14204,rotule,1.76,1
14205,castor,1.76,1
14206,roumain,1.76,0
14207,logé,1.76,0
14208,mappemonde,1.76,0
14209,déballage,1.76,0
14210,duveteux,1.76,1
14211,dramatiser,1.76,0
14212,amplitude,1.76,0
14213,élytre,1.76,0
14214,droiture,1.76,0
14215,haut-le-corps,1.76,1
14216,cagoule,1.76,1
14217,démunir,1.76,0
14218,dirlo,1.76,0
14219,génisse,1.76,0
14220,réjouissant,1.76,1
14221,mark,1.76,1
14222,disette,1.76,0
14223,incestueux,1.76,0
14224,percussion,1.76,0
14225,invraisemblance,1.76,0
14226,énoncé,1.76,0
14227,démantibuler,1.76,0
14228,amerloque,1.76,0
14229,candidature,1.76,1
14230,cancan,1.76,0
14231,démarcation,1.76,0
14232,premièrement,1.76,0
14233,avarié,1.69,0
14234,vantardise,1.69,1
14235,azimut,1.69,0
14236,vitrifier,1.69,0
14237,choquant,1.69,0
14238,accordéoniste,1.69,0
14239,parlementer,1.69,1
14240,échappement,1.69,1
14241,claire,1.69,1
14242,clairvoyant,1.69,0
14243,commémorer,1.69,0
14244,succion,1.69,1
14245,sornette,1.69,1
14246,clamser,1.69,0
14247,su,1.69,0
14248,mante,1.69,0
14249,armurier,1.69,0
14250,chouchou,1.69,1
14251,confiserie,1.69,1
14252,surexciter,1.69,1
14253,volcanique,1.69,0
14254,interviewer,1.69,1
14255,barber,1.69,0
14256,chicorée,1.69,0
14257,surplis,1.69,0
14258,chimpanzé,1.69,0
14259,compulser,1.69,0
14260,mandragore,1.69,1
14261,surnommé,1.69,0
14262,intitulé,1.69,0
14263,inchangé,1.69,0
14264,confiné,1.69,1
14265,archéologie,1.69,0
14266,balafre,1.69,0
14267,vigie,1.69,0
14268,autochtone,1.69,0
14269,camisole,1.69,1
14270,bravade,1.69,1
14271,breloque,1.69,0
14272,transporté,1.69,0
14273,marigot,1.69,0
14274,titiller,1.69,0
14275,martiniquais,1.69,0
14276,ébauché,1.69,0
14277,muscadet,1.69,0
14278,indiscernable,1.69,0
14279,tintin,1.69,0
14280,texture,1.69,1
14281,thermal,1.69,0
14282,approfondi,1.69,0
14283,masseur,1.69,0
14284,pilon,1.69,1
14285,tribulation,1.69,0
14286,boutonné,1.69,0
14287,tigré,1.69,1
14288,calebasse,1.69,0
14289,buanderie,1.69,0
14290,cahute,1.69,0
14291,butiner,1.69,0
14292,arrosé,1.69,0
14293,arrière-train,1.69,1
14294,tortillard,1.69,0
14295,stater,1.69,0
14296,météo,1.69,1
14297,bréviaire,1.69,0
14298,induire,1.69,1
14299,strass,1.69,0
14300,calleux,1.69,0
14301,métrage,1.69,0
14302,toboggan,1.69,1
14303,impertinence,1.69,1
